DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
03/01/2017,28,Faryab,2805,Almar,28,Faryab,2805,Almar,462,66,,,
03/01/2017,13,Kunar,1306,Shigal Wa Sheltan,13,Kunar,1306,Shigal Wa Sheltan,17,3,3,4,10
03/01/2017,17,Kunduz,1702,Emamsaheb,29,Badghis,2901,Qala-e-Naw,5,1,,,
03/01/2017,17,Kunduz,1701,Kunduz,18,Balkh,1801,Mazar-e-Sharif,14,2,,,
04/01/2017,19,Samangan,1904,Dara-e-Suf-e-Payin,19,Samangan,1901,Aybak,350,50,,,
04/01/2017,9,Baghlan,903,Dahana-e-Ghori,18,Balkh,1801,Mazar-e-Sharif,112,16,,,
04/01/2017,23,Uruzgan,2302,Chora / Chinarto,33,Kandahar,3301,Kandahar / Dand,248,39,,,
04/01/2017,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,28,4,,,
05/01/2017,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,22,4,,,
05/01/2017,2,Kapisa,205,Tagab,3,Parwan,301,Charikar,96,16,,,
05/01/2017,24,Zabul,2410,Shomulzay,24,Zabul,2410,Shomulzay,1309,187,,,
05/01/2017,9,Baghlan,902,Baghlan-e-Jadid,30,Hirat,3001,Hirat,42,6,,,
05/01/2017,2,Kapisa,205,Tagab,2,Kapisa,201,Mahmud-e-Raqi,301,43,,,
06/01/2017,32,Hilmand,3209,Garmser,32,Hilmand,3201,Lashkargah,72,9,,,
06/01/2017,23,Uruzgan,2301,Tirinkot,23,Uruzgan,2301,Tirinkot,5981,1176,,,
07/01/2017,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,71,13,,,
07/01/2017,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,22,4,,,
07/01/2017,32,Hilmand,3211,Baghran,30,Hirat,3001,Hirat,7,1,,,
07/01/2017,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,112,16,,,
08/01/2017,32,Hilmand,3203,Nad-e-Ali / Marja,32,Hilmand,3201,Lashkargah,163,29,,,
09/01/2017,24,Zabul,2408,Daychopan,24,Zabul,2402,Arghandab,476,68,,,
09/01/2017,6,Nangarhar,617,Achin,6,Nangarhar,619,Muhmand Dara,42,6,0,0,0
09/01/2017,6,Nangarhar,614,Kot,6,Nangarhar,606,Rodat,14,2,0,0,0
09/01/2017,6,Nangarhar,617,Achin,1,Kabul,101,Kabul,84,10,26,19,39
09/01/2017,9,Baghlan,903,Dahana-e-Ghori,1,Kabul,108,Qarabagh,196,28,48,31,117
09/01/2017,13,Kunar,1304,Sarkani,13,Kunar,1301,Asadabad,62,10,12,13,37
09/01/2017,13,Kunar,1311,Barkunar,13,Kunar,1301,Asadabad,4,1,1,1,2
09/01/2017,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,27,5,,,
09/01/2017,17,Kunduz,1701,Kunduz,13,Kunar,1301,Asadabad,5,1,1,1,3
09/01/2017,21,Ghor,2105,Shahrak,30,Hirat,3008,Gulran,35,5,,,
09/01/2017,13,Kunar,1306,Shigal Wa Sheltan,13,Kunar,1301,Asadabad,13,2,2,2,9
09/01/2017,13,Kunar,1302,Watapur,13,Kunar,1301,Asadabad,26,4,4,5,17
09/01/2017,13,Kunar,1312,Ghaziabad,13,Kunar,1301,Asadabad,5,1,1,1,3
10/01/2017,17,Kunduz,1707,Dasht-e-Archi,12,Paktya,1201,Gardez,14,2,2,3,9
10/01/2017,9,Baghlan,912,Dehsalah,30,Hirat,3001,Hirat,35,5,,,
10/01/2017,15,Badakhshan,1521,Jorm,15,Badakhshan,1512,Baharak,259,37,,,
10/01/2017,9,Baghlan,903,Dahana-e-Ghori,18,Balkh,1801,Mazar-e-Sharif,294,42,,,
10/01/2017,9,Baghlan,902,Baghlan-e-Jadid,30,Hirat,3001,Hirat,28,4,,,
10/01/2017,33,Kandahar,3314,Nesh,33,Kandahar,3314,Nesh,3101,443,,,
10/01/2017,6,Nangarhar,605,Chaparhar,30,Hirat,3001,Hirat,21,3,,,
10/01/2017,28,Faryab,2806,Qaysar,30,Hirat,3001,Hirat,21,3,,,
10/01/2017,28,Faryab,2804,Shirintagab,18,Balkh,1801,Mazar-e-Sharif,161,23,,,
10/01/2017,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,28,4,,,
10/01/2017,15,Badakhshan,1521,Jorm,15,Badakhshan,1512,Baharak,168,24,,,
10/01/2017,32,Hilmand,3203,Nad-e-Ali / Marja,33,Kandahar,3308,Maywand,840,120,,,
10/01/2017,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,28,4,,,
10/01/2017,5,Logar,504,Barakibarak,5,Logar,501,Pul-e-Alam,315,45,,,
10/01/2017,28,Faryab,2801,Maymana,30,Hirat,3001,Hirat,21,3,,,
11/01/2017,11,Ghazni,1105,Andar,12,Paktya,1201,Gardez,28,4,4,4,20
11/01/2017,29,Badghis,2903,Abkamari,30,Hirat,3001,Hirat,7,1,,,
11/01/2017,2,Kapisa,202,Nejrab,2,Kapisa,207,Hisa-e-Awal-e-Kohestan,70,10,,,
11/01/2017,20,Sar-e-Pul,2002,Sayad,18,Balkh,1801,Mazar-e-Sharif,196,28,,,
11/01/2017,20,Sar-e-Pul,2002,Sayad,27,Jawzjan,2701,Shiberghan,609,80,,,
11/01/2017,28,Faryab,2808,Garziwan,27,Jawzjan,2701,Shiberghan,49,7,,,
11/01/2017,28,Faryab,2803,Pashtunkot,27,Jawzjan,2701,Shiberghan,7,1,,,
11/01/2017,28,Faryab,2809,Bilcheragh,27,Jawzjan,2701,Shiberghan,140,20,,,
11/01/2017,27,Jawzjan,2704,Qushtepa,27,Jawzjan,2701,Shiberghan,112,16,,,
11/01/2017,27,Jawzjan,2711,Darzab,27,Jawzjan,2701,Shiberghan,28,4,,,
11/01/2017,28,Faryab,2804,Shirintagab,27,Jawzjan,2701,Shiberghan,112,16,,,
11/01/2017,28,Faryab,2802,Khwajasabzposh,27,Jawzjan,2701,Shiberghan,56,8,,,
12/01/2017,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,98,14,,,
12/01/2017,33,Kandahar,3306,Shahwalikot,24,Zabul,2403,Mizan,553,79,,,
12/01/2017,25,Paktika,2510,Urgun,25,Paktika,2501,Sharan,56,8,8,8,40
13/01/2017,21,Ghor,2104,Dawlatyar,21,Ghor,2104,Dawlatyar,80,10,,,
14/01/2017,25,Paktika,2509,Sarobi,25,Paktika,2501,Sharan,63,9,9,9,45
14/01/2017,25,Paktika,2513,Wazakhah,25,Paktika,2501,Sharan,63,9,9,9,45
15/01/2017,25,Paktika,2501,Sharan,25,Paktika,2501,Sharan,35,5,5,5,25
15/01/2017,29,Badghis,2905,Jawand,21,Ghor,2104,Dawlatyar,80,12,,,
15/01/2017,28,Faryab,2802,Khwajasabzposh,30,Hirat,3001,Hirat,7,1,,,
15/01/2017,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,30,5,,,
15/01/2017,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,21,3,,,
15/01/2017,2,Kapisa,206,Alasay,2,Kapisa,204,Hisa-e-Duwum-e-Kohestan,105,15,,,
15/01/2017,30,Hirat,3015,Shindand,30,Hirat,3005,Guzara,42,6,,,
16/01/2017,12,Paktya,1204,Zurmat,25,Paktika,2501,Sharan,35,5,5,5,25
16/01/2017,9,Baghlan,903,Dahana-e-Ghori,1,Kabul,101,Kabul,159,25,29,32,98
16/01/2017,28,Faryab,2802,Khwajasabzposh,28,Faryab,2801,Maymana,364,52,,,
16/01/2017,28,Faryab,2807,Kohestan,28,Faryab,2801,Maymana,154,22,,,
16/01/2017,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,22,4,,,
16/01/2017,28,Faryab,2803,Pashtunkot,28,Faryab,2801,Maymana,82,12,,,
16/01/2017,11,Ghazni,1101,Ghazni,25,Paktika,2501,Sharan,35,5,5,5,25
16/01/2017,28,Faryab,2804,Shirintagab,28,Faryab,2801,Maymana,7,1,,,
16/01/2017,28,Faryab,2806,Qaysar,28,Faryab,2801,Maymana,17,2,,,
16/01/2017,28,Faryab,2809,Bilcheragh,28,Faryab,2801,Maymana,42,6,,,
16/01/2017,25,Paktika,2518,Dila,25,Paktika,2501,Sharan,126,18,18,20,88
16/01/2017,28,Faryab,2808,Garziwan,28,Faryab,2801,Maymana,7,1,,,
16/01/2017,28,Faryab,2805,Almar,28,Faryab,2801,Maymana,539,77,,,
17/01/2017,29,Badghis,2904,Qadis,30,Hirat,3002,Injil,70,10,,,
17/01/2017,11,Ghazni,1116,Ajrestan,25,Paktika,2501,Sharan,35,5,5,5,25
17/01/2017,6,Nangarhar,619,Muhmand Dara,25,Paktika,2501,Sharan,28,4,4,4,20
17/01/2017,25,Paktika,2516,Gyan,25,Paktika,2501,Sharan,28,4,4,4,20
18/01/2017,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,44,8,,,
18/01/2017,25,Paktika,2508,Gomal,25,Paktika,2501,Sharan,49,7,7,7,35
18/01/2017,29,Badghis,2903,Abkamari,30,Hirat,3001,Hirat,14,2,,,
18/01/2017,33,Kandahar,3315,Ghorak,33,Kandahar,3308,Maywand,406,58,,,
18/01/2017,11,Ghazni,1106,Dehyak,25,Paktika,2501,Sharan,49,7,7,7,35
19/01/2017,30,Hirat,3015,Shindand,30,Hirat,3002,Injil,28,4,,,
19/01/2017,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,11,2,,,
20/01/2017,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,28,4,,,
20/01/2017,25,Paktika,2511,Naka,25,Paktika,2501,Sharan,28,4,4,4,20
20/01/2017,21,Ghor,2105,Shahrak,30,Hirat,3002,Injil,70,10,,,
20/01/2017,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,1463,209,,,
20/01/2017,20,Sar-e-Pul,2001,Sar-e-Pul,20,Sar-e-Pul,2001,Sar-e-Pul,56,8,,,
20/01/2017,9,Baghlan,904,Doshi,8,Panjsher,801,Bazarak,7,1,,,
20/01/2017,20,Sar-e-Pul,2003,Kohestanat,20,Sar-e-Pul,2001,Sar-e-Pul,14,2,,,
20/01/2017,11,Ghazni,1119,Nawa,25,Paktika,2501,Sharan,56,8,8,8,40
22/01/2017,2,Kapisa,205,Tagab,1,Kabul,101,Kabul,133,19,38,43,52
22/01/2017,21,Ghor,2105,Shahrak,21,Ghor,2105,Shahrak,355,59,,,
23/01/2017,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,72,13,,,
23/01/2017,17,Kunduz,1704,Chardarah,2,Kapisa,201,Mahmud-e-Raqi,35,5,,,
24/01/2017,14,Nuristan,1401,Poruns,14,Nuristan,1401,Poruns,9,2,,,
24/01/2017,14,Nuristan,1404,Nurgeram,14,Nuristan,1401,Poruns,32,8,,,
24/01/2017,14,Nuristan,1407,Kamdesh,14,Nuristan,1401,Poruns,62,13,,,
24/01/2017,14,Nuristan,1408,Barg-e-Matal,14,Nuristan,1401,Poruns,7,4,,,
24/01/2017,14,Nuristan,1406,Waygal,14,Nuristan,1401,Poruns,83,15,,,
24/01/2017,13,Kunar,1307,Dara-e-Pech,14,Nuristan,1401,Poruns,15,4,,,
24/01/2017,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,13,2,,,
25/01/2017,5,Logar,505,Charkh,5,Logar,501,Pul-e-Alam,161,23,,,
25/01/2017,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,28,7,,,
26/01/2017,32,Hilmand,3203,Nad-e-Ali / Marja,29,Badghis,2901,Qala-e-Naw,7,1,,,
28/01/2017,5,Logar,502,Khoshi,5,Logar,503,Mohammadagha,196,28,,,
29/01/2017,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,34,5,5,5,24
29/01/2017,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,126,22,28,34,64
29/01/2017,6,Nangarhar,613,Dehbala,6,Nangarhar,615,Batikot,7,1,2,2,3
29/01/2017,6,Nangarhar,613,Dehbala,6,Nangarhar,618,Shinwar,56,8,10,11,25
29/01/2017,13,Kunar,1315,Nari,13,Kunar,1301,Asadabad,27,4,5,6,16
29/01/2017,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,94,13,14,11,69
29/01/2017,13,Kunar,1305,Marawara,13,Kunar,1305,Marawara,11,1,1,2,8
29/01/2017,13,Kunar,1307,Dara-e-Pech,13,Kunar,1301,Asadabad,8,1,1,1,6
30/01/2017,29,Badghis,2905,Jawand,30,Hirat,3002,Injil,63,9,,,
30/01/2017,9,Baghlan,905,Nahrin,8,Panjsher,801,Bazarak,21,3,,,
01/02/2017,20,Sar-e-Pul,2003,Kohestanat,20,Sar-e-Pul,2001,Sar-e-Pul,98,14,,,
01/02/2017,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,116,22,,,
01/02/2017,20,Sar-e-Pul,2004,Sozmaqala,20,Sar-e-Pul,2001,Sar-e-Pul,28,4,,,
01/02/2017,20,Sar-e-Pul,2001,Sar-e-Pul,20,Sar-e-Pul,2001,Sar-e-Pul,84,12,,,
01/02/2017,20,Sar-e-Pul,2001,Sar-e-Pul,20,Sar-e-Pul,2001,Sar-e-Pul,266,38,,,
01/02/2017,20,Sar-e-Pul,2007,Sancharak,20,Sar-e-Pul,2001,Sar-e-Pul,7,1,,,
01/02/2017,27,Jawzjan,2704,Qushtepa,20,Sar-e-Pul,2001,Sar-e-Pul,14,2,,,
01/02/2017,20,Sar-e-Pul,2006,Balkhab,20,Sar-e-Pul,2001,Sar-e-Pul,7,1,,,
01/02/2017,28,Faryab,2803,Pashtunkot,20,Sar-e-Pul,2001,Sar-e-Pul,14,2,,,
01/02/2017,19,Samangan,1904,Dara-e-Suf-e-Payin,19,Samangan,1901,Aybak,7,1,,,
01/02/2017,9,Baghlan,904,Doshi,20,Sar-e-Pul,2001,Sar-e-Pul,7,1,,,
02/02/2017,30,Hirat,3003,Kushk,30,Hirat,3001,Hirat,21,3,,,
02/02/2017,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,21,3,,,
03/02/2017,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,35,5,,,
04/02/2017,31,Farah,3103,Balabuluk,33,Kandahar,3301,Kandahar / Dand,55,7,,,
05/02/2017,29,Badghis,2907,Ghormach,30,Hirat,3001,Hirat,28,4,,,
05/02/2017,9,Baghlan,902,Baghlan-e-Jadid,30,Hirat,3002,Injil,42,6,,,
05/02/2017,11,Ghazni,1110,Qarabagh,11,Ghazni,1101,Ghazni,28,4,3,4,21
05/02/2017,32,Hilmand,3209,Garmser,30,Hirat,3001,Hirat,56,8,,,
05/02/2017,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,21,3,,,
05/02/2017,11,Ghazni,1104,Waghaz,11,Ghazni,1101,Ghazni,28,4,4,4,20
06/02/2017,9,Baghlan,903,Dahana-e-Ghori,11,Ghazni,1101,Ghazni,21,3,3,3,15
06/02/2017,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,11,2,,,
06/02/2017,23,Uruzgan,2305,Khasuruzgan,11,Ghazni,1101,Ghazni,56,8,8,8,40
06/02/2017,22,Daykundi,2209,Miramor,11,Ghazni,1101,Ghazni,7,1,1,1,5
07/02/2017,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,88,16,,,
07/02/2017,23,Uruzgan,2301,Tirinkot,33,Kandahar,3301,Kandahar / Dand,267,40,,,
07/02/2017,4,Wardak,409,Jaghatu,11,Ghazni,1101,Ghazni,21,3,3,3,15
07/02/2017,4,Wardak,407,Saydabad,11,Ghazni,1101,Ghazni,21,3,3,3,15
08/02/2017,5,Logar,504,Barakibarak,5,Logar,501,Pul-e-Alam,70,10,,,
08/02/2017,26,Khost,2606,Tani,26,Khost,2601,Khost (Matun),21,3,3,3,15
08/02/2017,15,Badakhshan,1520,Yamgan,8,Panjsher,803,Rukha,70,10,,,
08/02/2017,11,Ghazni,1101,Ghazni,11,Ghazni,1101,Ghazni,14,2,1,1,12
09/02/2017,29,Badghis,2905,Jawand,30,Hirat,3002,Injil,70,10,,,
10/02/2017,6,Nangarhar,617,Achin,30,Hirat,3001,Hirat,14,2,,,
10/02/2017,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,252,36,,,
10/02/2017,17,Kunduz,1701,Kunduz,30,Hirat,3001,Hirat,42,6,,,
10/02/2017,21,Ghor,2104,Dawlatyar,21,Ghor,2101,Chaghcharan,6,1,,,
10/02/2017,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,88,16,,,
10/02/2017,30,Hirat,3013,Kushk-e-Kohna,30,Hirat,3001,Hirat,28,4,,,
10/02/2017,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,182,26,,,
10/02/2017,21,Ghor,2102,Charsadra,21,Ghor,2101,Chaghcharan,12,2,,,
11/02/2017,24,Zabul,2406,Shahjoy,24,Zabul,2401,Qalat,994,142,,,
11/02/2017,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,7,1,,,
12/02/2017,26,Khost,2611,Spera,26,Khost,2601,Khost (Matun),35,5,5,5,20
13/02/2017,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,11,2,,,
13/02/2017,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,11,2,,,
13/02/2017,29,Badghis,2906,Balamurghab,30,Hirat,3005,Guzara,14,2,,,
13/02/2017,11,Ghazni,1105,Andar,11,Ghazni,1101,Ghazni,28,4,4,4,20
13/02/2017,28,Faryab,2806,Qaysar,30,Hirat,3005,Guzara,14,2,,,
14/02/2017,21,Ghor,2101,Chaghcharan,29,Badghis,2901,Qala-e-Naw,11,2,,,
14/02/2017,26,Khost,2602,Sabari,26,Khost,2601,Khost (Matun),35,5,5,5,20
15/02/2017,30,Hirat,3015,Shindand,30,Hirat,3002,Injil,21,3,,,
15/02/2017,29,Badghis,2904,Qadis,30,Hirat,3005,Guzara,28,4,,,
15/02/2017,26,Khost,2608,Terezayi,26,Khost,2601,Khost (Matun),28,4,4,4,20
15/02/2017,28,Faryab,2806,Qaysar,30,Hirat,3005,Guzara,28,4,,,
15/02/2017,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,70,10,,,
15/02/2017,28,Faryab,2802,Khwajasabzposh,30,Hirat,3001,Hirat,14,2,,,
15/02/2017,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,59,11,,,
15/02/2017,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,21,3,,,
16/02/2017,13,Kunar,1303,Narang,13,Kunar,1309,Khaskunar,5,1,1,1,3
16/02/2017,32,Hilmand,3201,Lashkargah,33,Kandahar,3301,Kandahar / Dand,194,23,,,
16/02/2017,13,Kunar,1312,Ghaziabad,13,Kunar,1309,Khaskunar,7,1,1,1,5
17/02/2017,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,70,10,,,
17/02/2017,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,14,2,,,
17/02/2017,21,Ghor,2103,DoLayna,30,Hirat,3002,Injil,70,10,,,
17/02/2017,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,42,6,,,
17/02/2017,31,Farah,3103,Balabuluk,30,Hirat,3001,Hirat,28,4,,,
17/02/2017,28,Faryab,2804,Shirintagab,28,Faryab,2804,Shirintagab,189,27,,,
17/02/2017,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,49,7,,,
17/02/2017,6,Nangarhar,620,Lalpur,6,Nangarhar,620,Lalpur,5229,747,,,
17/02/2017,6,Nangarhar,620,Lalpur,6,Nangarhar,619,Muhmand Dara,945,135,,,
17/02/2017,21,Ghor,2102,Charsadra,21,Ghor,2101,Chaghcharan,28,4,,,
18/02/2017,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,238,34,,,
18/02/2017,9,Baghlan,902,Baghlan-e-Jadid,30,Hirat,3001,Hirat,21,3,,,
18/02/2017,21,Ghor,2101,Chaghcharan,30,Hirat,3001,Hirat,42,6,,,
18/02/2017,32,Hilmand,3205,Sangin,33,Kandahar,3304,Panjwayi,262,41,,,
18/02/2017,32,Hilmand,3205,Sangin,33,Kandahar,3301,Kandahar / Dand,358,57,,,
18/02/2017,21,Ghor,2105,Shahrak,30,Hirat,3001,Hirat,14,2,,,
18/02/2017,31,Farah,3103,Balabuluk,30,Hirat,3001,Hirat,21,3,,,
19/02/2017,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,91,13,,,
19/02/2017,33,Kandahar,3306,Shahwalikot,33,Kandahar,3301,Kandahar / Dand,171,27,,,
20/02/2017,7,Laghman,701,Mehtarlam / Bad Pash,7,Laghman,701,Mehtarlam / Bad Pash,30,4,6,7,17
20/02/2017,15,Badakhshan,1521,Jorm,1,Kabul,101,Kabul,14,2,3,4,7
20/02/2017,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,6,1,1,1,4
20/02/2017,7,Laghman,702,Alishang,7,Laghman,701,Mehtarlam / Bad Pash,58,8,10,12,36
20/02/2017,33,Kandahar,3315,Ghorak,33,Kandahar,3301,Kandahar / Dand,174,23,,,
20/02/2017,28,Faryab,2804,Shirintagab,30,Hirat,3001,Hirat,35,5,,,
20/02/2017,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,56,8,,,
22/02/2017,7,Laghman,705,Dawlatshah,8,Panjsher,805,Khenj (Hes-e-Awal),42,6,,,
22/02/2017,5,Logar,505,Charkh,5,Logar,503,Mohammadagha,35,5,,,
25/02/2017,30,Hirat,3015,Shindand,30,Hirat,3001,Hirat,42,6,,,
25/02/2017,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,60,8,15,13,32
25/02/2017,7,Laghman,701,Mehtarlam / Bad Pash,7,Laghman,701,Mehtarlam / Bad Pash,36,6,6,6,24
25/02/2017,7,Laghman,701,Mehtarlam / Bad Pash,7,Laghman,701,Mehtarlam / Bad Pash,76,10,17,21,38
