DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
#date+occurred,#admin1+code+x_origin,#admin1+name+x_origin,#admin2+code+x_origin,#admin2+name+x_origin,#admin1+code+x_destination,#admin1+name+x_destination,#admin2+code+x_destination,#admin2+name+x_destination,#affected+displaced,#affected+dispalced+families,#affected+displaced+m+adults,#affected+displaced+f+adults,#affected+dispalced+children
23-02-20,31,Farah,3110,Purchaman,31,Farah,3101,Farah,84,13,,,
23-02-20,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,82,15,,,
24-02-20,30,Hirat,3003,Kushk,30,Hirat,3002,Injil,12,2,,,
24-02-20,21,Ghor,2109,Tolak,30,Hirat,3002,Injil,46,8,,,
24-02-20,7,Laghman,704,Alingar,21,Ghor,2101,Chaghcharan,7,1,,,
24-02-20,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,26,4,,,
24-02-20,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,18,3,,,
25-02-20,30,Hirat,3015,Shindand,30,Hirat,3002,Injil,60,10,,,
25-02-20,30,Hirat,3012,Obe,30,Hirat,3002,Injil,75,9,,,
25-02-20,20,Sar-e-Pul,2002,Sayad,21,Ghor,2101,Chaghcharan,21,3,,,
25-02-20,31,Farah,3107,Shibkoh,31,Farah,3101,Farah,12,2,,,
26-02-20,30,Hirat,3013,Kushk-e-Kohna,30,Hirat,3002,Injil,43,6,,,
26-02-20,31,Farah,3102,Bakwa,31,Farah,3101,Farah,43,7,,,
27-02-20,30,Hirat,3015,Shindand,30,Hirat,3002,Injil,11,2,,,
27-02-20,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,130,18,,,
28-02-20,22,Daykundi,2208,Kajran,30,Hirat,3002,Injil,19,3,,,
